seuNumero,tipoOpFinanceira
49447,04 - Via Compensação
49450,04 - Via Compensação
49459,04 - Via Compensação
49463,04 - Via Compensação
49469,04 - Via Compensação
49475,07 - Via Pix
49480,04 - Via Compensação
49481,04 - Via Compensação
49491,04 - Via Compensação
49494,04 - Via Compensação
49497,04 - Via Compensação
49500,04 - Via Compensação
49502,04 - Via Compensação
49508,04 - Via Compensação
49514,04 - Via Compensação
49517,04 - Via Compensação
49518,04 - Via Compensação
49528,04 - Via Compensação
49531,04 - Via Compensação
49533,04 - Via Compensação
49539,04 - Via Compensação
49540,07 - Via Pix
27983,04 - Via Compensação
49557,04 - Via Compensação
49563,04 - Via Compensação
49570,04 - Via Compensação
49578,04 - Via Compensação
49580,07 - Via Pix
49583,04 - Via Compensação
49590,04 - Via Compensação
49592,07 - Via Pix
49597,04 - Via Compensação
49600,04 - Via Compensação
49611,04 - Via Compensação
49613,04 - Via Compensação
49617,04 - Via Compensação
49620,04 - Via Compensação
49623,07 - Via Pix
49628,04 - Via Compensação
49643,04 - Via Compensação
49631,04 - Via Compensação
49655,07 - Via Pix
49664,04 - Via Compensação
49682,07 - Via Pix
49684,04 - Via Compensação
49695,07 - Via Pix
49702,04 - Via Compensação
49719,04 - Via Compensação
49720,07 - Via Pix
49726,04 - Via Compensação
49734,04 - Via Compensação
49737,04 - Via Compensação
49741,04 - Via Compensação
49760,04 - Via Compensação
49762,07 - Via Pix
49778,04 - Via Compensação
49783,07 - Via Pix
49792,04 - Via Compensação
49795,04 - Via Compensação
49798,04 - Via Compensação
49808,04 - Via Compensação
49809,04 - Via Compensação
49813,04 - Via Compensação
49829,04 - Via Compensação
49833,04 - Via Compensação
49851,04 - Via Compensação
49864,07 - Via Pix
49856,07 - Via Pix
49879,04 - Via Compensação
49882,04 - Via Compensação
49896,04 - Via Compensação
49899,04 - Via Compensação
49901,04 - Via Compensação
49908,04 - Via Compensação
49911,04 - Via Compensação
49919,04 - Via Compensação
49927,04 - Via Compensação
49930,04 - Via Compensação
49934,04 - Via Compensação
49935,04 - Via Compensação
49937,07 - Via Pix
49944,04 - Via Compensação
49952,04 - Via Compensação
49955,04 - Via Compensação
49966,04 - Via Compensação
49976,04 - Via Compensação
49993,07 - Via Pix
50007,04 - Via Compensação
50011,04 - Via Compensação
50017,04 - Via Compensação
50020,04 - Via Compensação
50024,04 - Via Compensação
50031,07 - Via Pix
50037,04 - Via Compensação
50045,04 - Via Compensação
50048,07 - Via Pix
50059,04 - Via Compensação
50063,04 - Via Compensação
50066,04 - Via Compensação
50072,04 - Via Compensação
50079,04 - Via Compensação
50086,04 - Via Compensação
50089,04 - Via Compensação
50111,07 - Via Pix
50124,04 - Via Compensação
50132,04 - Via Compensação
50138,04 - Via Compensação
47206,04 - Via Compensação
47205,04 - Via Compensação
47214,04 - Via Compensação
33892,04 - Via Compensação
47228,07 - Via Pix
47231,04 - Via Compensação
47237,04 - Via Compensação
47247,04 - Via Compensação
47250,04 - Via Compensação
47252,04 - Via Compensação
47255,04 - Via Compensação
47268,04 - Via Compensação
47272,04 - Via Compensação
47269,04 - Via Compensação
47277,04 - Via Compensação
47284,04 - Via Compensação
47286,07 - Via Pix
47289,04 - Via Compensação
47293,04 - Via Compensação
47295,04 - Via Compensação
47299,04 - Via Compensação
47307,07 - Via Pix
47311,04 - Via Compensação
47320,04 - Via Compensação
47328,04 - Via Compensação
47329,04 - Via Compensação
47331,04 - Via Compensação
47357,04 - Via Compensação
43468,04 - Via Compensação
47379,04 - Via Compensação
47388,07 - Via Pix
47391,04 - Via Compensação
47394,07 - Via Pix
47398,04 - Via Compensação
47404,07 - Via Pix
47407,04 - Via Compensação
47413,04 - Via Compensação
47417,04 - Via Compensação
47430,04 - Via Compensação
47439,04 - Via Compensação
47447,04 - Via Compensação
47449,04 - Via Compensação
47454,07 - Via Pix
47466,04 - Via Compensação
47468,04 - Via Compensação
47477,04 - Via Compensação
47489,04 - Via Compensação
47495,04 - Via Compensação
47509,07 - Via Pix
47512,04 - Via Compensação
47515,07 - Via Pix
47518,04 - Via Compensação
47521,04 - Via Compensação
47528,04 - Via Compensação
47534,04 - Via Compensação
47537,04 - Via Compensação
47541,04 - Via Compensação
47548,04 - Via Compensação
47554,04 - Via Compensação
47559,07 - Via Pix
47571,04 - Via Compensação
47577,04 - Via Compensação
47580,04 - Via Compensação
47583,04 - Via Compensação
47591,04 - Via Compensação
47594,07 - Via Pix
47597,04 - Via Compensação
47600,04 - Via Compensação
47620,07 - Via Pix
47633,04 - Via Compensação
47636,04 - Via Compensação
47642,04 - Via Compensação
44948,04 - Via Compensação
47647,04 - Via Compensação
47655,04 - Via Compensação
47661,04 - Via Compensação
47664,07 - Via Pix
47678,04 - Via Compensação
47681,04 - Via Compensação
47696,04 - Via Compensação
47699,04 - Via Compensação
47702,04 - Via Compensação
26472,04 - Via Compensação
47720,04 - Via Compensação
47729,04 - Via Compensação
47740,07 - Via Pix
47749,04 - Via Compensação
47752,04 - Via Compensação
47761,04 - Via Compensação
47769,04 - Via Compensação
47772,04 - Via Compensação
33474,04 - Via Compensação
47813,04 - Via Compensação
47825,04 - Via Compensação
47831,04 - Via Compensação
47852,04 - Via Compensação
47855,04 - Via Compensação
47863,07 - Via Pix
47869,04 - Via Compensação
47871,04 - Via Compensação
47874,04 - Via Compensação
47878,04 - Via Compensação
47885,07 - Via Pix
47896,04 - Via Compensação
47902,07 - Via Pix
47909,04 - Via Compensação
47916,04 - Via Compensação
47920,04 - Via Compensação
47925,07 - Via Pix
47952,04 - Via Compensação
47955,07 - Via Pix
47959,07 - Via Pix
47908,04 - Via Compensação
47964,04 - Via Compensação
47988,04 - Via Compensação
48009,04 - Via Compensação
48013,04 - Via Compensação
48016,04 - Via Compensação
48026,04 - Via Compensação
48033,04 - Via Compensação
48053,04 - Via Compensação
48058,04 - Via Compensação
48061,04 - Via Compensação
48072,07 - Via Pix
48075,07 - Via Pix
48078,04 - Via Compensação
48081,07 - Via Pix
48084,04 - Via Compensação
48093,07 - Via Pix
48103,07 - Via Pix
48102,04 - Via Compensação
48109,07 - Via Pix
48118,04 - Via Compensação
48121,04 - Via Compensação
48124,04 - Via Compensação
48127,04 - Via Compensação
48139,04 - Via Compensação
20092,04 - Via Compensação
48157,07 - Via Pix
48163,04 - Via Compensação
48166,04 - Via Compensação
48178,07 - Via Pix
48183,04 - Via Compensação
48185,04 - Via Compensação
48188,07 - Via Pix
44687,04 - Via Compensação
44704,04 - Via Compensação
44746,04 - Via Compensação
44763,04 - Via Compensação
44775,07 - Via Pix
44793,04 - Via Compensação
44855,04 - Via Compensação
44866,07 - Via Pix
44918,04 - Via Compensação
44933,04 - Via Compensação
44942,06 - Via Retaguarda
45109,04 - Via Compensação
45201,04 - Via Compensação
45215,04 - Via Compensação
45220,04 - Via Compensação
45269,04 - Via Compensação
45283,04 - Via Compensação
45303,04 - Via Compensação
45402,04 - Via Compensação
45458,04 - Via Compensação
45503,04 - Via Compensação
45538,04 - Via Compensação
45577,04 - Via Compensação
45585,04 - Via Compensação
45653,04 - Via Compensação
45660,04 - Via Compensação
45687,04 - Via Compensação
45704,04 - Via Compensação
45726,04 - Via Compensação
45818,04 - Via Compensação
45844,04 - Via Compensação
45885,04 - Via Compensação
45946,04 - Via Compensação
45994,04 - Via Compensação
46024,07 - Via Pix
46036,06 - Via Retaguarda
46112,04 - Via Compensação
45670,04 - Via Compensação
46204,04 - Via Compensação
46249,04 - Via Compensação
46248,04 - Via Compensação
46253,07 - Via Pix
46279,04 - Via Compensação
46303,07 - Via Pix
46331,04 - Via Compensação
46385,06 - Via Retaguarda
46394,04 - Via Compensação
46407,06 - Via Retaguarda
42952,04 - Via Compensação
42978,04 - Via Compensação
43029,07 - Via Pix
43062,04 - Via Compensação
43091,04 - Via Compensação
43154,04 - Via Compensação
43183,04 - Via Compensação
43247,07 - Via Pix
43251,04 - Via Compensação
43274,04 - Via Compensação
43276,04 - Via Compensação
43330,04 - Via Compensação
43372,04 - Via Compensação
43391,04 - Via Compensação
43425,04 - Via Compensação
43547,07 - Via Pix
43725,04 - Via Compensação
43744,04 - Via Compensação
43759,04 - Via Compensação
43889,07 - Via Pix
43951,04 - Via Compensação
43961,06 - Via Retaguarda
43989,04 - Via Compensação
47843,04 - Via Compensação
47847,04 - Via Compensação
47850,07 - Via Pix
47858,04 - Via Compensação
45465,04 - Via Compensação
47888,07 - Via Pix
47891,04 - Via Compensação
47894,04 - Via Compensação
47897,07 - Via Pix
47900,04 - Via Compensação
47917,04 - Via Compensação
47931,04 - Via Compensação
47941,04 - Via Compensação
47953,04 - Via Compensação
47960,04 - Via Compensação
47971,07 - Via Pix
47974,07 - Via Pix
47977,04 - Via Compensação
47980,04 - Via Compensação
47991,04 - Via Compensação
48005,04 - Via Compensação
48008,07 - Via Pix
48011,04 - Via Compensação
48017,04 - Via Compensação
48031,04 - Via Compensação
48034,04 - Via Compensação
48037,04 - Via Compensação
48040,04 - Via Compensação
48054,06 - Via Retaguarda
48059,04 - Via Compensação
48067,07 - Via Pix
48070,04 - Via Compensação
48076,07 - Via Pix
48079,04 - Via Compensação
48094,04 - Via Compensação
48100,04 - Via Compensação
48113,07 - Via Pix
48116,04 - Via Compensação
48122,04 - Via Compensação
48130,04 - Via Compensação
48134,07 - Via Pix
48140,07 - Via Pix
48151,04 - Via Compensação
48155,07 - Via Pix
48159,04 - Via Compensação
48154,04 - Via Compensação
48164,04 - Via Compensação
48179,07 - Via Pix
48181,04 - Via Compensação
48186,04 - Via Compensação
48197,07 - Via Pix
48200,07 - Via Pix
48202,07 - Via Pix
48206,04 - Via Compensação
48220,07 - Via Pix
48235,07 - Via Pix
48238,07 - Via Pix
48241,04 - Via Compensação
48259,04 - Via Compensação
48261,04 - Via Compensação
48266,04 - Via Compensação
48278,04 - Via Compensação
48281,07 - Via Pix
48291,07 - Via Pix
48299,04 - Via Compensação
48302,04 - Via Compensação
48305,04 - Via Compensação
48309,04 - Via Compensação
48312,04 - Via Compensação
48329,07 - Via Pix
48330,04 - Via Compensação
48345,04 - Via Compensação
48349,04 - Via Compensação
48358,07 - Via Pix
48369,07 - Via Pix
48372,04 - Via Compensação
48386,04 - Via Compensação
48389,07 - Via Pix
48393,04 - Via Compensação
48396,07 - Via Pix
48398,07 - Via Pix
48406,04 - Via Compensação
48408,07 - Via Pix
48413,04 - Via Compensação
48417,04 - Via Compensação
48421,07 - Via Pix
48430,07 - Via Pix
48438,04 - Via Compensação
48441,04 - Via Compensação
48455,04 - Via Compensação
48460,07 - Via Pix
48471,04 - Via Compensação
48474,04 - Via Compensação
48477,07 - Via Pix
48492,04 - Via Compensação
48496,04 - Via Compensação
48499,04 - Via Compensação
48505,04 - Via Compensação
48517,04 - Via Compensação
48545,07 - Via Pix
48553,07 - Via Pix
48560,04 - Via Compensação
48559,04 - Via Compensação
48568,04 - Via Compensação
48576,04 - Via Compensação
48585,07 - Via Pix
48586,07 - Via Pix
32416,04 - Via Compensação
48602,07 - Via Pix
48608,04 - Via Compensação
48616,04 - Via Compensação
48619,04 - Via Compensação
48636,04 - Via Compensação
48639,04 - Via Compensação
48642,07 - Via Pix
48663,04 - Via Compensação
48668,07 - Via Pix
48671,04 - Via Compensação
48694,04 - Via Compensação
48703,04 - Via Compensação
48727,04 - Via Compensação
48739,04 - Via Compensação
48743,04 - Via Compensação
48745,07 - Via Pix
48760,07 - Via Pix
48766,04 - Via Compensação
48773,04 - Via Compensação
48778,04 - Via Compensação
48790,04 - Via Compensação
48808,04 - Via Compensação
48814,04 - Via Compensação
48817,07 - Via Pix
48820,07 - Via Pix
48823,04 - Via Compensação
48826,04 - Via Compensação
48832,07 - Via Pix
48835,04 - Via Compensação
48838,04 - Via Compensação
48841,04 - Via Compensação
48848,07 - Via Pix
48857,04 - Via Compensação
48860,07 - Via Pix
48863,04 - Via Compensação
48871,04 - Via Compensação
48877,04 - Via Compensação
48879,04 - Via Compensação
48890,04 - Via Compensação
48893,04 - Via Compensação
48896,04 - Via Compensação
48899,04 - Via Compensação
48901,07 - Via Pix
48910,04 - Via Compensação
48913,04 - Via Compensação
48916,04 - Via Compensação
48923,04 - Via Compensação
48935,04 - Via Compensação
48953,04 - Via Compensação
48965,04 - Via Compensação
48972,04 - Via Compensação
48975,04 - Via Compensação
48976,04 - Via Compensação
48992,04 - Via Compensação
48996,04 - Via Compensação
49000,04 - Via Compensação
49014,04 - Via Compensação
49017,07 - Via Pix
49023,07 - Via Pix
49034,04 - Via Compensação
49039,07 - Via Pix
49038,04 - Via Compensação
49046,04 - Via Compensação
49056,04 - Via Compensação
49063,04 - Via Compensação
49066,04 - Via Compensação
49074,07 - Via Pix
49080,07 - Via Pix
49090,07 - Via Pix
49100,04 - Via Compensação
49102,04 - Via Compensação
49105,04 - Via Compensação
49108,04 - Via Compensação
49119,07 - Via Pix
49122,07 - Via Pix
49137,04 - Via Compensação
49141,04 - Via Compensação
45671,04 - Via Compensação
45689,04 - Via Compensação
45750,07 - Via Pix
45794,04 - Via Compensação
45853,04 - Via Compensação
45863,04 - Via Compensação
45874,07 - Via Pix
45895,06 - Via Retaguarda
45995,04 - Via Compensação
46057,04 - Via Compensação
46094,06 - Via Retaguarda
46201,04 - Via Compensação
46402,04 - Via Compensação
46429,06 - Via Retaguarda
46441,07 - Via Pix
46471,04 - Via Compensação
46475,07 - Via Pix
46473,07 - Via Pix
46507,06 - Via Retaguarda
46551,04 - Via Compensação
46592,07 - Via Pix
46601,04 - Via Compensação
46631,07 - Via Pix
46654,04 - Via Compensação
46664,04 - Via Compensação
46740,04 - Via Compensação
46774,04 - Via Compensação
46794,04 - Via Compensação
46797,04 - Via Compensação
46832,04 - Via Compensação
46865,04 - Via Compensação
34901,04 - Via Compensação
50154,04 - Via Compensação
50157,04 - Via Compensação
50171,07 - Via Pix
23852,04 - Via Compensação
50179,04 - Via Compensação
50184,04 - Via Compensação
50186,04 - Via Compensação
50188,04 - Via Compensação
50191,04 - Via Compensação
50203,04 - Via Compensação
50205,07 - Via Pix
50208,07 - Via Pix
50217,04 - Via Compensação
50219,04 - Via Compensação
50232,04 - Via Compensação
50236,04 - Via Compensação
50239,04 - Via Compensação
50251,07 - Via Pix
50253,04 - Via Compensação
50255,04 - Via Compensação
50258,04 - Via Compensação
50274,04 - Via Compensação
50280,04 - Via Compensação
50286,07 - Via Pix
50289,04 - Via Compensação
50295,04 - Via Compensação
50307,04 - Via Compensação
50301,07 - Via Pix
50322,04 - Via Compensação
50328,04 - Via Compensação
50341,07 - Via Pix
50343,07 - Via Pix
50346,04 - Via Compensação
50347,04 - Via Compensação
50362,07 - Via Pix
50370,04 - Via Compensação
50377,04 - Via Compensação
50380,06 - Via Retaguarda
50383,07 - Via Pix
50389,07 - Via Pix
50395,04 - Via Compensação
50409,04 - Via Compensação
50418,04 - Via Compensação
50425,04 - Via Compensação
50428,04 - Via Compensação
50440,04 - Via Compensação
50450,04 - Via Compensação
50456,04 - Via Compensação
50460,07 - Via Pix
50463,07 - Via Pix
50477,04 - Via Compensação
50479,04 - Via Compensação
50482,04 - Via Compensação
50501,04 - Via Compensação
50502,04 - Via Compensação
50512,04 - Via Compensação
50513,04 - Via Compensação
50515,04 - Via Compensação
50527,04 - Via Compensação
50540,07 - Via Pix
50545,04 - Via Compensação
50547,04 - Via Compensação
50556,07 - Via Pix
50560,04 - Via Compensação
50566,04 - Via Compensação
50569,04 - Via Compensação
50579,04 - Via Compensação
50581,04 - Via Compensação
50594,04 - Via Compensação
50604,04 - Via Compensação
50608,04 - Via Compensação
47051,04 - Via Compensação
47062,07 - Via Pix
47071,07 - Via Pix
47073,07 - Via Pix
47086,04 - Via Compensação
47088,04 - Via Compensação
47095,04 - Via Compensação
47102,04 - Via Compensação
47104,04 - Via Compensação
47110,04 - Via Compensação
47117,04 - Via Compensação
47126,04 - Via Compensação
47137,04 - Via Compensação
47143,04 - Via Compensação
47144,07 - Via Pix
47150,04 - Via Compensação
47159,04 - Via Compensação
47162,07 - Via Pix
47165,04 - Via Compensação
47180,04 - Via Compensação
47184,04 - Via Compensação
47188,04 - Via Compensação
47195,04 - Via Compensação
47198,04 - Via Compensação
47204,04 - Via Compensação
47208,04 - Via Compensação
47217,04 - Via Compensação
47221,04 - Via Compensação
47227,04 - Via Compensação
47230,04 - Via Compensação
47241,04 - Via Compensação
47244,04 - Via Compensação
47249,04 - Via Compensação
47258,04 - Via Compensação
47261,04 - Via Compensação
47264,04 - Via Compensação
47267,07 - Via Pix
47283,07 - Via Pix
47296,07 - Via Pix
47300,04 - Via Compensação
47303,04 - Via Compensação
47306,04 - Via Compensação
47327,07 - Via Pix
47338,04 - Via Compensação
47341,04 - Via Compensação
47344,04 - Via Compensação
47347,04 - Via Compensação
47356,04 - Via Compensação
47358,04 - Via Compensação
47361,04 - Via Compensação
47367,04 - Via Compensação
47377,04 - Via Compensação
47380,04 - Via Compensação
47383,04 - Via Compensação
47399,04 - Via Compensação
47406,04 - Via Compensação
47415,04 - Via Compensação
47418,04 - Via Compensação
47419,04 - Via Compensação
47422,07 - Via Pix
47426,07 - Via Pix
47434,04 - Via Compensação
47437,04 - Via Compensação
47443,04 - Via Compensação
47448,04 - Via Compensação
47461,04 - Via Compensação
47462,04 - Via Compensação
47467,04 - Via Compensação
47487,04 - Via Compensação
47496,04 - Via Compensação
47499,07 - Via Pix
47503,07 - Via Pix
30082,04 - Via Compensação
47511,04 - Via Compensação
47519,04 - Via Compensação
47522,07 - Via Pix
47527,04 - Via Compensação
47538,07 - Via Pix
47540,07 - Via Pix
47544,04 - Via Compensação
47546,07 - Via Pix
47560,04 - Via Compensação
47570,04 - Via Compensação
47573,04 - Via Compensação
47585,04 - Via Compensação
47587,07 - Via Pix
47590,04 - Via Compensação
47601,04 - Via Compensação
47604,04 - Via Compensação
47609,07 - Via Pix
47615,07 - Via Pix
47624,07 - Via Pix
47627,04 - Via Compensação
47629,04 - Via Compensação
47632,04 - Via Compensação
47653,04 - Via Compensação
47654,04 - Via Compensação
47657,04 - Via Compensação
47668,04 - Via Compensação
47671,07 - Via Pix
47674,04 - Via Compensação
47685,04 - Via Compensação
47688,04 - Via Compensação
47692,07 - Via Pix
47695,04 - Via Compensação
47708,04 - Via Compensação
47710,04 - Via Compensação
47719,04 - Via Compensação
47721,07 - Via Pix
47730,04 - Via Compensação
47733,04 - Via Compensação
47739,04 - Via Compensação
47750,04 - Via Compensação
47756,04 - Via Compensação
47760,04 - Via Compensação
47763,04 - Via Compensação
47770,04 - Via Compensação
47778,04 - Via Compensação
47781,04 - Via Compensação
47789,04 - Via Compensação
47792,07 - Via Pix
47794,07 - Via Pix
47803,04 - Via Compensação
47812,04 - Via Compensação
47815,04 - Via Compensação
47818,04 - Via Compensação
47833,07 - Via Pix
47835,04 - Via Compensação
47838,07 - Via Pix
47853,04 - Via Compensação
47856,07 - Via Pix
47859,04 - Via Compensação
47872,04 - Via Compensação
47875,07 - Via Pix
47882,04 - Via Compensação
13778,07 - Via Pix
47892,07 - Via Pix
47898,07 - Via Pix
47913,07 - Via Pix
47915,04 - Via Compensação
47926,07 - Via Pix
47929,04 - Via Compensação
47933,04 - Via Compensação
47946,04 - Via Compensação
44018,04 - Via Compensação
44058,04 - Via Compensação
44241,04 - Via Compensação
44273,04 - Via Compensação
44300,04 - Via Compensação
44334,04 - Via Compensação
44371,04 - Via Compensação
44393,04 - Via Compensação
44419,04 - Via Compensação
44427,04 - Via Compensação
44470,04 - Via Compensação
44529,07 - Via Pix
44538,04 - Via Compensação
44594,07 - Via Pix
44631,04 - Via Compensação
44644,07 - Via Pix
41039,04 - Via Compensação
41051,04 - Via Compensação
41071,04 - Via Compensação
41199,04 - Via Compensação
41209,04 - Via Compensação
41225,04 - Via Compensação
41283,04 - Via Compensação
41341,04 - Via Compensação
41371,04 - Via Compensação
41389,07 - Via Pix
41395,04 - Via Compensação
41398,04 - Via Compensação
41430,07 - Via Pix
41466,04 - Via Compensação
41492,04 - Via Compensação
41549,04 - Via Compensação
41652,04 - Via Compensação
41712,04 - Via Compensação
41797,07 - Via Pix
41805,07 - Via Pix
41843,04 - Via Compensação
41848,04 - Via Compensação
41893,04 - Via Compensação
13287,07 - Via Pix
42044,07 - Via Pix
42149,04 - Via Compensação
42151,04 - Via Compensação
42155,04 - Via Compensação
42196,07 - Via Pix
42215,04 - Via Compensação
42225,04 - Via Compensação
42234,07 - Via Pix
42237,07 - Via Pix
42337,04 - Via Compensação
42352,04 - Via Compensação
42371,04 - Via Compensação
42390,07 - Via Pix
42424,04 - Via Compensação
42456,04 - Via Compensação
42524,04 - Via Compensação
42608,04 - Via Compensação
42643,04 - Via Compensação
42755,04 - Via Compensação
42813,04 - Via Compensação
42832,07 - Via Pix
39303,04 - Via Compensação
39415,07 - Via Pix
39446,07 - Via Pix
39460,04 - Via Compensação
39466,04 - Via Compensação
39543,07 - Via Pix
39547,04 - Via Compensação
39565,04 - Via Compensação
39670,07 - Via Pix
39879,04 - Via Compensação
39968,04 - Via Compensação
40060,04 - Via Compensação
40213,07 - Via Pix
40307,04 - Via Compensação
40388,04 - Via Compensação
34168,04 - Via Compensação
40535,04 - Via Compensação
40538,04 - Via Compensação
40555,07 - Via Pix
40601,04 - Via Compensação
40622,04 - Via Compensação
40654,04 - Via Compensação
40689,04 - Via Compensação
40856,04 - Via Compensação
40867,04 - Via Compensação
40891,04 - Via Compensação
40903,04 - Via Compensação
40964,04 - Via Compensação
40976,04 - Via Compensação
21831,04 - Via Compensação
37709,04 - Via Compensação
37873,04 - Via Compensação
37923,07 - Via Pix
37958,07 - Via Pix
38142,04 - Via Compensação
38176,07 - Via Pix
38276,04 - Via Compensação
38397,04 - Via Compensação
38446,04 - Via Compensação
38462,04 - Via Compensação
38484,04 - Via Compensação
38520,04 - Via Compensação
38529,04 - Via Compensação
38797,04 - Via Compensação
39077,04 - Via Compensação
39160,04 - Via Compensação
39241,07 - Via Pix
35810,04 - Via Compensação
35834,07 - Via Pix
35881,04 - Via Compensação
36127,04 - Via Compensação
36145,04 - Via Compensação
36212,04 - Via Compensação
36297,04 - Via Compensação
36318,04 - Via Compensação
36341,04 - Via Compensação
36363,04 - Via Compensação
36466,04 - Via Compensação
36511,04 - Via Compensação
36522,07 - Via Pix
36678,04 - Via Compensação
36819,04 - Via Compensação
36869,04 - Via Compensação
36917,07 - Via Pix
36932,04 - Via Compensação
36976,07 - Via Pix
37047,04 - Via Compensação
37071,04 - Via Compensação
37097,04 - Via Compensação
37107,04 - Via Compensação
37248,04 - Via Compensação
37289,04 - Via Compensação
37436,04 - Via Compensação
37448,04 - Via Compensação
37498,04 - Via Compensação
33842,04 - Via Compensação
33907,07 - Via Pix
33919,07 - Via Pix
33975,04 - Via Compensação
33978,04 - Via Compensação
34049,04 - Via Compensação
34192,04 - Via Compensação
34327,04 - Via Compensação
34438,04 - Via Compensação
34711,07 - Via Pix
34785,06 - Via Retaguarda
34877,04 - Via Compensação
35152,04 - Via Compensação
35441,04 - Via Compensação
35449,04 - Via Compensação
35470,04 - Via Compensação
35510,04 - Via Compensação
35563,04 - Via Compensação
35580,04 - Via Compensação
31875,04 - Via Compensação
31883,07 - Via Pix
31924,04 - Via Compensação
32032,04 - Via Compensação
32102,04 - Via Compensação
32194,04 - Via Compensação
32253,07 - Via Pix
32261,04 - Via Compensação
32280,04 - Via Compensação
32367,04 - Via Compensação
32387,07 - Via Pix
32407,04 - Via Compensação
32425,04 - Via Compensação
32521,07 - Via Pix
32542,07 - Via Pix
32555,04 - Via Compensação
32665,04 - Via Compensação
32680,04 - Via Compensação
32749,04 - Via Compensação
32931,04 - Via Compensação
33004,04 - Via Compensação
33186,04 - Via Compensação
33214,04 - Via Compensação
33547,04 - Via Compensação
33567,04 - Via Compensação
33639,04 - Via Compensação
33674,04 - Via Compensação
33677,04 - Via Compensação
33688,04 - Via Compensação
33694,04 - Via Compensação
30024,04 - Via Compensação
30032,07 - Via Pix
30090,04 - Via Compensação
30254,04 - Via Compensação
30339,04 - Via Compensação
30380,04 - Via Compensação
30425,04 - Via Compensação
30500,04 - Via Compensação
30603,04 - Via Compensação
30647,04 - Via Compensação
30667,07 - Via Pix
30965,04 - Via Compensação
31282,04 - Via Compensação
31442,04 - Via Compensação
31455,04 - Via Compensação
31564,04 - Via Compensação
31661,04 - Via Compensação
26981,07 - Via Pix
31709,07 - Via Pix
28312,04 - Via Compensação
28336,04 - Via Compensação
28446,04 - Via Compensação
28503,04 - Via Compensação
28571,04 - Via Compensação
28615,04 - Via Compensação
28646,04 - Via Compensação
28723,04 - Via Compensação
28834,04 - Via Compensação
28858,04 - Via Compensação
28957,04 - Via Compensação
28985,04 - Via Compensação
17213,04 - Via Compensação
29245,04 - Via Compensação
29326,04 - Via Compensação
29517,07 - Via Pix
29529,04 - Via Compensação
29610,04 - Via Compensação
29650,04 - Via Compensação
29656,04 - Via Compensação
29692,04 - Via Compensação
29722,06 - Via Retaguarda
29813,04 - Via Compensação
26364,07 - Via Pix
26442,06 - Via Retaguarda
26464,04 - Via Compensação
26586,04 - Via Compensação
26718,04 - Via Compensação
26947,07 - Via Pix
27110,04 - Via Compensação
27130,04 - Via Compensação
27159,04 - Via Compensação
27295,04 - Via Compensação
27408,04 - Via Compensação
27472,07 - Via Pix
27707,04 - Via Compensação
28017,04 - Via Compensação
24444,04 - Via Compensação
24600,04 - Via Compensação
24604,04 - Via Compensação
25382,07 - Via Pix
25425,04 - Via Compensação
25547,04 - Via Compensação
25562,04 - Via Compensação
25642,04 - Via Compensação
25781,04 - Via Compensação
25884,06 - Via Retaguarda
25897,04 - Via Compensação
25931,04 - Via Compensação
26119,07 - Via Pix
26178,04 - Via Compensação
22525,04 - Via Compensação
22806,04 - Via Compensação
22831,04 - Via Compensação
22838,07 - Via Pix
23055,04 - Via Compensação
23059,04 - Via Compensação
23155,04 - Via Compensação
23169,04 - Via Compensação
23609,04 - Via Compensação
24008,04 - Via Compensação
24117,04 - Via Compensação
24223,04 - Via Compensação
20866,04 - Via Compensação
21116,07 - Via Pix
21125,04 - Via Compensação
21618,07 - Via Pix
21796,07 - Via Pix
22276,04 - Via Compensação
22350,07 - Via Pix
12912,04 - Via Compensação
18838,04 - Via Compensação
18896,04 - Via Compensação
19061,04 - Via Compensação
19130,07 - Via Pix
19144,04 - Via Compensação
19273,07 - Via Pix
19296,04 - Via Compensação
19362,04 - Via Compensação
19399,04 - Via Compensação
19475,07 - Via Pix
19537,04 - Via Compensação
19546,04 - Via Compensação
19617,04 - Via Compensação
19642,04 - Via Compensação
19776,04 - Via Compensação
19967,04 - Via Compensação
19980,04 - Via Compensação
20028,04 - Via Compensação
20156,04 - Via Compensação
20180,04 - Via Compensação
20199,04 - Via Compensação
20374,04 - Via Compensação
20400,04 - Via Compensação
20450,04 - Via Compensação
20546,04 - Via Compensação
20605,04 - Via Compensação
17117,04 - Via Compensação
17146,04 - Via Compensação
17154,07 - Via Pix
17521,04 - Via Compensação
17544,04 - Via Compensação
17573,04 - Via Compensação
17625,07 - Via Pix
17637,07 - Via Pix
17667,04 - Via Compensação
17716,04 - Via Compensação
17799,07 - Via Pix
17821,04 - Via Compensação
18017,07 - Via Pix
18060,04 - Via Compensação
18111,04 - Via Compensação
18114,04 - Via Compensação
18141,04 - Via Compensação
18432,04 - Via Compensação
18476,04 - Via Compensação
18556,04 - Via Compensação
18684,04 - Via Compensação
18771,04 - Via Compensação
15162,04 - Via Compensação
15383,04 - Via Compensação
15433,04 - Via Compensação
15476,07 - Via Pix
15573,04 - Via Compensação
15812,04 - Via Compensação
15832,04 - Via Compensação
15865,07 - Via Pix
16030,04 - Via Compensação
16097,04 - Via Compensação
16282,04 - Via Compensação
16392,04 - Via Compensação
